testing_type,testing_cat,prob_inf,prob_inf_cat,sens_type,sens_cat,prop_subclin,prop_subclin_cat,symptom_adherence,risk_multiplier,risk_multi_cat,rapid_test_multiplier,rapid_test_cat,if_threshold,time_step,metric,n,mean,sd,median,p025,p100,p250,p750,p900,p975,min,max,n_missing,n_infinite,n_nan,n_total,quarantine_adherence,relative_time,metric_cat
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,67,cume_n_infection_daily,1000,554.0965,105.25870430792212,550,429,450,467,604.625,707.05,815.55,316,965.5,0,0,0,1000,0,-3,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,68,cume_n_infection_daily,1000,1108.1165,209.13640934917444,1105.25,864.4875,902.45,935.875,1206.125,1412.05,1621.1374999999998,653.5,1930,0,0,0,1000,0,-2,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,69,cume_n_infection_daily,1000,1662.068,312.24522086647534,1656.75,1304.9875,1351.45,1406.375,1804.125,2120.05,2437.5875,1009,2905.5,0,0,0,1000,0,-1,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,70,cume_n_infection_daily,1000,2215.198,415.26703337130556,2218,1746.4375,1805.5,1875,2401,2820.15,3254.6749999999997,1344,3891.5,0,0,0,1000,0,0,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,71,cume_n_infection_daily,1000,2767.2505,517.5614715921449,2782.25,2189.5,2258.4,2337.625,2997,3533,4078.6499999999996,1676.5,4838.5,0,0,0,1000,0,1,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,72,cume_n_infection_daily,1000,3317.8975,620.3644681290725,3345.25,2640.4625,2715.45,2804.875,3590.375,4232.05,4898.5625,2009,5764.5,0,0,0,1000,0,2,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,73,cume_n_infection_daily,1000,3867.9985,723.6368177419815,3902.25,3093.975,3165.3,3265.5,4178.25,4928.5999999999995,5699.225,2358.5,6717,0,0,0,1000,0,3,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,74,cume_n_infection_daily,1000,4417.0335,826.7486852219762,4469.25,3543.4249999999997,3622.9,3726.375,4766.875,5616.05,6509.174999999999,2688.5,7681.5,0,0,0,1000,0,4,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,75,cume_n_infection_daily,1000,4964.6465,930.7201027685217,5032,3976.9875,4081.2,4184.375,5347.25,6330.85,7310.0374999999995,3027.5,8658,0,0,0,1000,0,5,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,76,cume_n_infection_daily,1000,5511.3755,1034.240974891197,5593.75,4427.4375,4535.45,4642.875,5928.625,7017.049999999999,8139.1625,3348,9612.5,0,0,0,1000,0,6,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,77,cume_n_infection_daily,1000,6056.6375,1137.5551626588672,6150.5,4876.9000000000005,4988,5101.875,6510.75,7701.85,8931.8125,3683.5,10579,0,0,0,1000,0,7,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,78,cume_n_infection_daily,1000,6582.6715,1241.382109335852,6683.25,5266.95,5410.35,5547.875,7071.125,8378.5,9741.225,4023,11540,0,0,0,1000,0,8,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,79,cume_n_infection_daily,1000,7039.875,1347.7409738549939,7121,5543.3499999999995,5747.4,5937.625,7599.5,9018.4,10490.650000000001,4251,12513,0,0,0,1000,0,9,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,80,cume_n_infection_daily,1000,7393.4405,1457.856887150849,7360,5680.775,5938,6206.875,8053.75,9530,11039.5,4279.5,13377.5,0,0,0,1000,0,10,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,81,cume_n_infection_daily,1000,7632.893,1571.9570183113847,7491.5,5680.775,6019.950000000001,6348.25,8405.375,9925.4,11512.6625,4279.5,14097,0,0,0,1000,0,11,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,82,cume_n_infection_daily,1000,7767.4285,1677.7081606495392,7497.75,5680.775,6019.950000000001,6363.125,8659.25,10219.25,11849.5875,4279.5,14688,0,0,0,1000,0,12,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,83,cume_n_infection_daily,1000,7825.9015,1751.6136441596236,7497.75,5680.775,6019.950000000001,6363.125,8787.75,10373.05,12092.775,4279.5,15153.5,0,0,0,1000,0,13,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,1,1x,NA,NA,0,84,cume_n_infection_daily,1000,7844.6485,1787.189758232091,7497.75,5680.775,6019.950000000001,6363.125,8787.75,10444,12194.025,4279.5,15512.5,0,0,0,1000,0,14,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,553.2838333333333,104.40521141860053,549.25,429.5,449,467,604.5,707,808.6125000000004,316,978.5,0,0,0,3000,0,-3,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,1106.2366666666667,207.75977120157825,1102.5,864.5,899.5,934.5,1205,1414.5,1621.0875000000003,629,1950.5,0,0,0,3000,0,-2,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,69,cume_n_infection_daily,3000,1658.618,310.8050484929788,1655.25,1302.5,1349.9499999999998,1403,1803.125,2122.1,2433.1125,946.5,2905.5,0,0,0,3000,0,-1,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,70,cume_n_infection_daily,3000,2210.063833333333,413.2845055602145,2213.5,1740.9750000000001,1804,1867.5,2399,2822.1,3238.05,1265.5,3891.5,0,0,0,3000,0,0,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,2760.2346666666667,515.1773335398404,2773.75,2186.4875,2256.5,2329,2989.5,3527.1,4047.0125,1603,4856.5,0,0,0,3000,0,1,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,3309.5935,616.833794997729,3333.5,2634.95,2710.95,2792,3579.625,4223.299999999999,4851.0374999999995,1928.5,5829.5,0,0,0,3000,0,2,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,3858.2988333333333,718.2676094151009,3892.5,3080.9875,3163,3257,4165.5,4928.5,5654.575000000001,2246,6782.5,0,0,0,3000,0,3,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,4424.921666666667,821.3156636379226,4469.25,3540.475,3628,3735,4778,5636.05,6464.637500000001,2576,7707,0,0,0,3000,0,4,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,5040.459333333333,924.0289287498584,5081.75,4019.4875,4139.45,4266,5444.75,6403.55,7334.737500000001,2911,8766,0,0,0,3000,0,5,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,5689.493666666666,1026.3806948383242,5735.5,4544.9875,4691.450000000001,4830.875,6141.375,7200.2,8253.0125,3380,9820,0,0,0,3000,0,6,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,6348.313,1126.0669738700626,6406.25,5110,5256.9,5404.5,6841.5,8001.65,9168.112500000001,3838,10873.5,0,0,0,3000,0,7,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,6977.980833333333,1231.3911119432485,7066.25,5650.3875,5807.5,5945.5,7509.25,8781.349999999999,10085.5375,4271.5,11921,0,0,0,3000,0,8,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,7507.7643333333335,1359.0480309066807,7626.75,6009.9375,6201,6361.375,8105.625,9497.55,10938.962500000001,4544.5,12959.5,0,0,0,3000,0,9,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,7897.4765,1498.0548090556395,7900,6143.5,6413.35,6661.5,8607.125,10110.65,11613.6625,4564.5,13936,0,0,0,3000,0,10,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,8147.664833333333,1631.4916619751193,8039.75,6143.5,6482.5,6807.5,8976.25,10546.65,12192.800000000001,4564.5,14767.5,0,0,0,3000,0,11,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,8282.62,1743.7916686236308,8042,6143.5,6482.5,6816,9223,10840.7,12525.1375,4564.5,15470.5,0,0,0,3000,0,12,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,8339.497333333333,1817.0783963437136,8048,6143.5,6482.5,6816,9349,11003.6,12715.762500000003,4564.5,16048,0,0,0,3000,0,13,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,8357.255,1851.8150061261442,8048,6143.5,6482.5,6816,9349.125,11034.8,12831.025000000001,4564.5,16408,0,0,0,3000,0,14,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,4,4x,NA,NA,0,67,cume_n_infection_daily,1000,554.0965,105.25870430792212,550,429,450,467,604.625,707.05,815.55,316,965.5,0,0,0,1000,0,-3,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,4,4x,NA,NA,0,68,cume_n_infection_daily,1000,1108.1165,209.13640934917444,1105.25,864.4875,902.45,935.875,1206.125,1412.05,1621.1374999999998,653.5,1930,0,0,0,1000,0,-2,Cumulative infectious days
